ID,U_ground,U_wall,U_window,U_roof,infiltration,SHGC,Qheating_2020,Qheating_2050,Qheating_2080
51_12_1,0.418,0.346,2.677,0.411,0.0004,0.85,42.382,32.626,22.745
51_12_2,0.418,0.346,2.677,0.411,0.0004,0.85,38.772,29.381,19.974
51_12_3,0.418,0.346,2.677,0.411,0.0004,0.85,50.15,38.825,28.164
51_12_4,0.418,0.346,2.677,0.411,0.0004,0.85,132.071,101.762,76.912
51_13_0,0.418,0.346,2.677,0.411,0.000329,0.85,16.544,11.09,6.822
51_13_1,0.418,0.346,2.677,0.411,0.000329,0.85,15.494,8.932,4.792
51_13_2,0.418,0.346,2.677,0.411,0.000329,0.85,18.524,10.473,5.813
51_13_3,0.418,0.346,2.677,0.411,0.000329,0.85,12.807,6.66,3.302
51_13_4,0.418,0.346,2.677,0.411,0.000329,0.85,32.114,30.613,24.653
51_13_5,0.418,0.346,2.677,0.411,0.000329,0.85,166.897,112.271,84.469
51_14_0,0.418,0.346,2.677,0.411,0.000553,0.85,93.578,73.902,57.408
51_14_1,0.418,0.346,2.677,0.411,0.000553,0.85,43.98,30.633,19.325
51_14_2,0.418,0.346,2.677,0.411,0.000553,0.85,68.17,49.852,34.737
51_14_3,0.418,0.346,2.677,0.411,0.000553,0.85,99.003,75.97,57.73
51_14_4,0.418,0.346,2.677,0.411,0.000553,0.85,165.802,117.78,86.281
51_15_0,0.418,0.346,2.677,0.411,0.000371,0.85,56.393,41.635,30.26
51_15_1,0.418,0.346,2.677,0.411,0.000371,0.85,42.004,29.165,19.192
51_15_2,0.418,0.346,2.677,0.411,0.000371,0.85,70.52,51.678,37.925
51_15_3,0.418,0.346,2.677,0.411,0.000371,0.85,174.559,132.025,103.536
51_16_0,0.418,0.346,2.677,0.411,0.000442,0.85,106.868,82.008,62.911
51_16_1,0.418,0.346,2.677,0.411,0.000442,0.85,93.747,70.433,52.349
51_16_2,0.418,0.346,2.677,0.411,0.000442,0.85,108.136,82.582,63.159
51_16_3,0.418,0.346,2.677,0.411,0.000442,0.85,187.164,141.06,108.595
51_17_0,0.418,0.346,2.677,0.411,0.000432,0.85,34.382,26.109,19.249
51_17_1,0.418,0.346,2.677,0.411,0.000432,0.85,34.519,26.023,18.937
51_17_2,0.418,0.346,2.677,0.411,0.000432,0.85,38.413,29.465,21.917
51_17_3,0.418,0.346,2.677,0.411,0.000432,0.85,34.53,25.395,18.268
51_17_4,0.418,0.346,2.677,0.411,0.000432,0.85,219.56,148.948,115.237
51_18_0,0.418,0.346,2.677,0.411,0.000594,0.85,20.865,13.967,8.426
51_18_1,0.418,0.346,2.677,0.411,0.000594,0.85,62.103,47.748,35.91
51_18_2,0.418,0.346,2.677,0.411,0.000594,0.85,52.719,39.776,29.261
51_18_3,0.418,0.346,2.677,0.411,0.000594,0.85,41.898,30.435,21.06
51_18_4,0.418,0.346,2.677,0.411,0.000594,0.85,148.239,113.589,88.865
51_19_0,0.418,0.346,2.677,0.411,0.000583,0.85,30.33,23.928,18.861
51_19_1,0.418,0.346,2.677,0.411,0.000583,0.85,15.436,10.438,6.3
51_19_2,0.418,0.346,2.677,0.411,0.000583,0.85,14.986,9.963,5.862
51_19_3,0.418,0.346,2.677,0.411,0.000583,0.85,12.678,8.094,4.582
51_19_4,0.418,0.346,2.677,0.411,0.000583,0.85,145.013,102.693,76.799
51_20_0,0.67,2.861,2.608,0.379,0.000341,0.46,2.391,1.414,0.733
51_20_1,0.67,2.861,2.608,0.379,0.000341,0.46,20.092,14.566,9.882
51_20_2,0.67,2.861,2.608,0.379,0.000341,0.46,3.14,1.746,0.676
51_20_3,0.67,2.861,2.608,0.379,0.000341,0.46,11.287,7.327,4.181
51_20_4,0.67,2.861,2.608,0.379,0.000341,0.46,63.081,45.955,33.753
51_21_0,0.67,2.861,2.608,0.379,0.000498,0.46,53.697,42.42,33.25
51_21_1,0.67,2.861,2.608,0.379,0.000498,0.46,21.061,14.392,8.769
51_21_2,0.67,2.861,2.608,0.379,0.000498,0.46,23.898,16.63,10.453
51_21_3,0.67,2.861,2.608,0.379,0.000498,0.46,26.851,19.104,12.503
51_21_4,0.67,2.861,2.608,0.379,0.000498,0.46,66.17,47.356,32.831
51_22_0,0.67,2.861,2.608,0.379,0.000438,0.46,21.267,14.753,9.541
51_22_1,0.67,2.861,2.608,0.379,0.000438,0.46,8.006,4.614,2.236
51_22_2,0.67,2.861,2.608,0.379,0.000438,0.46,34.676,24.495,16.533
51_22_3,0.67,2.861,2.608,0.379,0.000438,0.46,34.471,24.14,16.566
51_22_4,0.67,2.861,2.608,0.379,0.000438,0.46,101.812,73.492,55.17
51_23_0,0.67,2.861,2.608,0.379,0.000537,0.46,23.52,15.92,9.593
51_23_1,0.67,2.861,2.608,0.379,0.000537,0.46,59.926,44.788,32.899
51_23_2,0.67,2.861,2.608,0.379,0.000537,0.46,69.258,52.936,39.785
51_23_3,0.67,2.861,2.608,0.379,0.000537,0.46,43.522,31.236,21.485
51_23_4,0.67,2.861,2.608,0.379,0.000537,0.46,108.358,80.251,58.867
51_24_0,0.67,2.861,2.608,0.379,0.0002,0.46,34.931,25.943,18.769
51_24_1,0.67,2.861,2.608,0.379,0.0002,0.46,29.501,21.339,14.541
51_24_2,0.67,2.861,2.608,0.379,0.0002,0.46,28.041,20.375,13.724
51_24_3,0.67,2.861,2.608,0.379,0.0002,0.46,26.634,19.498,12.996
51_24_4,0.67,2.861,2.608,0.379,0.0002,0.46,65.256,47.556,34.602
51_25_0,0.67,2.861,2.608,0.379,0.000476,0.46,38.6,27.785,18.585
51_25_1,0.67,2.861,2.608,0.379,0.000476,0.46,47.726,35.021,23.794
51_25_2,0.67,2.861,2.608,0.379,0.000476,0.46,70.773,55.201,41.596
51_25_3,0.67,2.861,2.608,0.379,0.000476,0.46,124.88,94.42,70.024
51_26_0,0.67,2.861,2.608,0.379,0.000597,0.46,49.683,37.415,27.021
51_26_1,0.67,2.861,2.608,0.379,0.000597,0.46,22.466,14.937,8.697
51_26_2,0.67,2.861,2.608,0.379,0.000597,0.46,62.686,48.781,35.563
51_26_3,0.67,2.861,2.608,0.379,0.000597,0.46,102.527,76.566,54.252
51_26_4,0.67,2.861,2.608,0.379,0.000597,0.46,161.435,116.008,85.221
51_26_5,0.67,2.861,2.608,0.379,0.000597,0.46,209.65,136.95,99.198
51_27_0,0.67,2.861,2.608,0.379,0.000398,0.46,64.656,49.816,37.349
51_27_1,0.67,2.861,2.608,0.379,0.000398,0.46,51.912,38.571,27.086
51_27_2,0.67,2.861,2.608,0.379,0.000398,0.46,100.631,75.432,54.895
51_28_0,0.67,2.861,2.608,0.379,0.000528,0.46,17.604,11.393,6.94
51_28_1,0.67,2.861,2.608,0.379,0.000528,0.46,37.787,26.404,18.214
51_28_2,0.67,2.861,2.608,0.379,0.000528,0.46,37.517,26.13,18.147
51_28_3,0.67,2.861,2.608,0.379,0.000528,0.46,44.192,30.845,22.24
51_28_4,0.67,2.861,2.608,0.379,0.000528,0.46,121.841,88.786,67.377
52_0_0,1.93,0.48,2.9,0.62,0.0001,0.7,34.729,25.67,19.12
52_0_1,1.93,0.48,2.9,0.62,0.0001,0.7,21.14,14.271,9.1
52_0_2,1.93,0.48,2.9,0.62,0.0001,0.7,20.272,13.587,8.48
52_0_3,1.93,0.48,2.9,0.62,0.0001,0.7,29.905,20.39,13.529
52_0_4,1.93,0.48,2.9,0.62,0.0001,0.7,29.311,18.706,12.171
52_0_5,1.93,0.48,2.9,0.62,0.0001,0.7,35.528,18.767,11.954
52_0_6,1.93,0.48,2.9,0.62,0.0001,0.7,110.09,69.748,50.497
52_1_0,0.651,1.267,1.981,0.307,0.000361,0.33,22.319,15.125,9.636
52_1_1,0.651,1.267,1.981,0.307,0.000361,0.33,25.219,16.627,10.081
52_1_2,0.651,1.267,1.981,0.307,0.000361,0.33,58.132,44.128,33.26
52_1_3,0.651,1.267,1.981,0.307,0.000361,0.33,35.776,25.551,17.195
52_1_4,0.651,1.267,1.981,0.307,0.000361,0.33,108.068,80.825,60.936
52_2_0,0.83,0.71,1.2,0.34,0.0006,0.52,38.959,29.324,21.85
52_2_1,0.83,0.71,1.2,0.34,0.0006,0.52,30.363,22.582,15.732
52_2_2,0.83,0.71,1.2,0.34,0.0006,0.52,40.912,31.01,22.297
52_2_3,0.83,0.71,1.2,0.34,0.0006,0.52,39.936,30.444,21.814
52_2_4,0.83,0.71,1.2,0.34,0.0006,0.52,138.438,106.637,81.963
52_3_0,0.464,1.05,2.781,0.959,0.000567,0.62,23.169,15.133,9.14
52_3_1,0.464,1.05,2.781,0.959,0.000567,0.62,33.908,23.42,15.628
52_3_2,0.464,1.05,2.781,0.959,0.000567,0.62,42.323,29.77,20.23
52_3_3,0.464,1.05,2.781,0.959,0.000567,0.62,63.222,47.743,35.544
52_3_4,0.464,1.05,2.781,0.959,0.000567,0.62,131.733,95.263,71.304
52_4_0,0.567,0.604,2.594,0.58,0.0006,0.46,30.839,22.048,14.979
52_4_1,0.567,0.604,2.594,0.58,0.0006,0.46,25.688,17.71,11.171
52_4_2,0.567,0.604,2.594,0.58,0.0006,0.46,56.157,42.648,31.97
52_4_3,0.567,0.604,2.594,0.58,0.0006,0.46,61.84,48.21,36.954
52_4_4,0.567,0.604,2.594,0.58,0.0006,0.46,128.195,97.277,74.409
52_5_0,0.959,0.368,3.059,0.431,0.000407,0.73,25.875,18.534,13.294
52_5_1,0.959,0.368,3.059,0.431,0.000407,0.73,16.832,11.482,7.049
52_5_2,0.959,0.368,3.059,0.431,0.000407,0.73,15.708,10.285,6.076
52_5_3,0.959,0.368,3.059,0.431,0.000407,0.73,19.58,11.985,7.546
52_5_4,0.959,0.368,3.059,0.431,0.000407,0.73,69.914,46.925,34.579
52_6_0,0.83,0.355,2.91,0.369,0.000449,0.31,40.463,31.044,23.299
52_6_1,0.83,0.355,2.91,0.369,0.000449,0.31,32.96,24.686,17.451
52_6_2,0.83,0.355,2.91,0.369,0.000449,0.31,46.517,36.32,27.398
52_6_3,0.83,0.355,2.91,0.369,0.000449,0.31,18.941,12.902,7.759
52_6_4,0.83,0.355,2.91,0.369,0.000449,0.31,99.54,74.281,55.937
52_7_0,0.581,0.448,2.821,0.357,0.000573,0.38,48.175,35.387,25.505
52_7_1,0.581,0.448,2.821,0.357,0.000573,0.38,68.62,52.782,40.639
52_7_2,0.581,0.448,2.821,0.357,0.000573,0.38,162.752,127.478,101.169
52_8_0,0.489,0.318,2.599,0.418,0.000592,0.53,44.216,26.802,19.212
52_8_1,0.489,0.318,2.599,0.418,0.000592,0.53,40.311,22.893,15.554
52_8_2,0.489,0.318,2.599,0.418,0.000592,0.53,24.782,12.299,7.201
52_8_3,0.489,0.318,2.599,0.418,0.000592,0.53,24.615,11.938,6.975
52_8_4,0.489,0.318,2.599,0.418,0.000592,0.53,120.645,80.951,61.014
52_9_0,0.427,0.35,2.717,0.404,0.000359,0.81,14.948,10.256,6.566
52_9_1,0.427,0.35,2.717,0.404,0.000359,0.81,8.111,4.908,2.597
52_9_2,0.427,0.35,2.717,0.404,0.000359,0.81,7.839,4.803,2.505
52_9_3,0.427,0.35,2.717,0.404,0.000359,0.81,23.814,17.068,11.12
52_9_4,0.427,0.35,2.717,0.404,0.000359,0.81,60.721,43.394,30.486
52_10_0,0.651,1.267,1.981,0.307,0.000297,0.33,2.278,1.177,0.388
52_10_1,0.651,1.267,1.981,0.307,0.000297,0.33,3.368,1.846,0.65
52_10_2,0.651,1.267,1.981,0.307,0.000297,0.33,6.305,3.775,1.662
52_10_3,0.651,1.267,1.981,0.307,0.000297,0.33,4.233,2.627,1.067
52_10_4,0.651,1.267,1.981,0.307,0.000297,0.33,55.114,38.251,26.973
52_11_0,0.651,1.267,1.981,0.307,0.0006,0.33,63.804,50.915,40.255
52_11_1,0.651,1.267,1.981,0.307,0.0006,0.33,53.542,41.766,31.768
52_11_2,0.651,1.267,1.981,0.307,0.0006,0.33,52.756,40.981,31.039
52_11_3,0.651,1.267,1.981,0.307,0.0006,0.33,54.242,41.897,31.779
52_11_4,0.651,1.267,1.981,0.307,0.0006,0.33,145.909,112.931,88.84
52_12_0,0.651,1.267,1.981,0.307,0.000286,0.33,65.887,51.795,40.179
52_12_1,0.651,1.267,1.981,0.307,0.000286,0.33,34.683,24.868,16.359
52_12_2,0.651,1.267,1.981,0.307,0.000286,0.33,41.301,29.994,20.603
52_12_3,0.651,1.267,1.981,0.307,0.000286,0.33,26.993,18.126,11.101
52_12_4,0.651,1.267,1.981,0.307,0.000286,0.33,95.04,64.942,47.652
52_13_0,0.651,1.267,1.981,0.307,0.000542,0.33,55.986,41.299,29.036
52_13_1,0.651,1.267,1.981,0.307,0.000542,0.33,68.762,51.959,38.208
52_13_2,0.651,1.267,1.981,0.307,0.000542,0.33,58.69,43.63,31.097
52_13_3,0.651,1.267,1.981,0.307,0.000542,0.33,70.569,54.028,40.165
52_13_4,0.651,1.267,1.981,0.307,0.000542,0.33,139.334,105.927,80.676
52_14_0,0.651,1.267,1.981,0.307,0.000574,0.33,57.569,44.034,32.477
52_14_1,0.651,1.267,1.981,0.307,0.000574,0.33,42.059,30.944,21.079
52_14_2,0.651,1.267,1.981,0.307,0.000574,0.33,73.082,56.945,42.771
52_14_3,0.651,1.267,1.981,0.307,0.000574,0.33,43.393,29.567,19.327
52_14_4,0.651,1.267,1.981,0.307,0.000574,0.33,175.816,123.318,94.008
52_15_0,0.651,1.267,1.981,0.307,0.000511,0.33,95.586,75.943,59.412
52_15_1,0.651,1.267,1.981,0.307,0.000511,0.33,92.655,72.841,55.921
52_15_2,0.651,1.267,1.981,0.307,0.000511,0.33,61.009,44.861,31.194
52_15_3,0.651,1.267,1.981,0.307,0.000511,0.33,166.027,125.851,96.01
52_16_0,0.651,1.267,1.981,0.307,0.000502,0.33,59.39,36.723,25.491
52_16_1,0.651,1.267,1.981,0.307,0.000502,0.33,53.787,31.349,20.536
52_16_2,0.651,1.267,1.981,0.307,0.000502,0.33,37.86,20.668,12.283
52_16_3,0.651,1.267,1.981,0.307,0.000502,0.33,56.289,34.243,22.81
52_16_4,0.651,1.267,1.981,0.307,0.000502,0.33,101.634,69.562,49.415
52_17_0,0.651,1.267,1.981,0.307,0.000553,0.33,86.018,63.849,45.88
52_17_1,0.651,1.267,1.981,0.307,0.000553,0.33,91.423,67.929,49.203
52_17_2,0.651,1.267,1.981,0.307,0.000553,0.33,107.106,80.314,59.483
52_17_3,0.651,1.267,1.981,0.307,0.000553,0.33,119.803,89.947,68.206
52_17_4,0.651,1.267,1.981,0.307,0.000553,0.33,206.614,151.716,112.836
52_18_0,0.651,1.267,1.981,0.307,0.000459,0.33,28.591,21.159,14.4
52_18_1,0.651,1.267,1.981,0.307,0.000459,0.33,22.694,15.887,9.934
52_18_2,0.651,1.267,1.981,0.307,0.000459,0.33,22.871,15.941,10.002
52_18_3,0.651,1.267,1.981,0.307,0.000459,0.33,24.114,17,10.984
52_18_4,0.651,1.267,1.981,0.307,0.000459,0.33,24.985,17.354,11.268
52_18_5,0.651,1.267,1.981,0.307,0.000459,0.33,124.048,89.756,65.323
52_19_0,0.651,1.267,1.981,0.307,0.00037,0.33,25.746,12.54,7.847
52_19_1,0.651,1.267,1.981,0.307,0.00037,0.33,24.505,10.827,6.378
52_19_2,0.651,1.267,1.981,0.307,0.00037,0.33,20.012,8.744,4.833
52_19_3,0.651,1.267,1.981,0.307,0.00037,0.33,32.346,15.819,10.638
52_19_4,0.651,1.267,1.981,0.307,0.00037,0.33,74.601,42.361,29.528
52_20_0,0.83,0.71,1.2,0.34,0.000586,0.52,142.609,101.642,81.17
52_20_1,0.83,0.71,1.2,0.34,0.000586,0.52,85.173,53.744,38.14
52_20_2,0.83,0.71,1.2,0.34,0.000586,0.52,81.196,50.782,35.57
52_20_3,0.83,0.71,1.2,0.34,0.000586,0.52,210.615,152.701,118.854
52_21_0,0.83,0.71,1.2,0.34,0.000342,0.52,133.61,90.962,68.466
52_21_1,0.83,0.71,1.2,0.34,0.000342,0.52,102.854,65.771,46.165
52_21_2,0.83,0.71,1.2,0.34,0.000342,0.52,123.792,81.715,59.55
52_21_3,0.83,0.71,1.2,0.34,0.000342,0.52,94.392,59.724,40.782
52_21_4,0.83,0.71,1.2,0.34,0.000342,0.52,234.165,168.326,126.58
52_22_0,0.83,0.71,1.2,0.34,0.0006,0.52,42.364,28.477,20.888
52_22_1,0.83,0.71,1.2,0.34,0.0006,0.52,36.455,23.565,16.657
52_22_2,0.83,0.71,1.2,0.34,0.0006,0.52,36.962,25.748,18.666
52_22_3,0.83,0.71,1.2,0.34,0.0006,0.52,36.57,22.714,15.76
52_22_4,0.83,0.71,1.2,0.34,0.0006,0.52,111.798,76.341,57.987
52_23_0,0.83,0.71,1.2,0.34,0.000314,0.52,55.673,33.654,22.872
52_23_1,0.83,0.71,1.2,0.34,0.000314,0.52,81.161,51.264,37.322
52_23_2,0.83,0.71,1.2,0.34,0.000314,0.52,107.338,69.756,49.723
52_24_0,0.83,0.71,1.2,0.34,0.000466,0.52,105.283,78.84,61.268
52_24_1,0.83,0.71,1.2,0.34,0.000466,0.52,65.305,44.92,31.199
52_24_2,0.83,0.71,1.2,0.34,0.000466,0.52,65.293,44.808,30.984
52_24_3,0.83,0.71,1.2,0.34,0.000466,0.52,130.582,97.053,73.672
52_24_4,0.83,0.71,1.2,0.34,0.000466,0.52,263.943,190.422,145.045
52_25_0,0.83,0.71,1.2,0.34,0.000376,0.52,31.994,20.308,13.624
52_25_1,0.83,0.71,1.2,0.34,0.000376,0.52,23.201,13.531,8.111
52_25_2,0.83,0.71,1.2,0.34,0.000376,0.52,39.45,24.807,17.149
52_25_3,0.83,0.71,1.2,0.34,0.000376,0.52,26.295,14.999,9.24
52_25_4,0.83,0.71,1.2,0.34,0.000376,0.52,18.708,9.792,5.533
52_25_5,0.83,0.71,1.2,0.34,0.000376,0.52,91.608,58.26,41.895
52_26_0,0.83,0.71,1.2,0.34,0.0004,0.52,35.463,25.38,16.937
52_26_1,0.83,0.71,1.2,0.34,0.0004,0.52,35.735,25.241,16.445
52_26_2,0.83,0.71,1.2,0.34,0.0004,0.52,35.47,24.952,16.23
52_26_3,0.83,0.71,1.2,0.34,0.0004,0.52,40.624,28.992,19.681
52_26_4,0.83,0.71,1.2,0.34,0.0004,0.52,41.06,28.413,19.295
52_26_5,0.83,0.71,1.2,0.34,0.0004,0.52,142.451,97.193,71.632
52_27_0,0.83,0.71,1.2,0.34,0.000553,0.52,34.2,23.156,15.266
52_27_1,0.83,0.71,1.2,0.34,0.000553,0.52,62.878,44.592,32.279
52_27_2,0.83,0.71,1.2,0.34,0.000553,0.52,61.76,43.464,31.472
52_27_3,0.83,0.71,1.2,0.34,0.000553,0.52,47.032,31.184,20.947
52_27_4,0.83,0.71,1.2,0.34,0.000553,0.52,51.152,33.832,23.33
52_27_5,0.83,0.71,1.2,0.34,0.000553,0.52,140.726,97.547,72.687
52_28_0,0.83,0.71,1.2,0.34,0.000571,0.52,5.346,3.23,1.672
52_28_1,0.83,0.71,1.2,0.34,0.000571,0.52,15.166,10.1,5.881
52_28_2,0.83,0.71,1.2,0.34,0.000571,0.52,24.581,17.924,12.043
52_28_3,0.83,0.71,1.2,0.34,0.000571,0.52,20.297,14.385,9.313
52_28_4,0.83,0.71,1.2,0.34,0.000571,0.52,29.178,21.437,15.298
52_28_5,0.83,0.71,1.2,0.34,0.000571,0.52,100.286,73.449,55.299
52_29_0,0.83,0.71,1.2,0.34,0.000568,0.52,30.518,22.43,16.089
52_29_1,0.83,0.71,1.2,0.34,0.000568,0.52,18.497,12.128,7.313
52_29_2,0.83,0.71,1.2,0.34,0.000568,0.52,18.427,11.265,6.489
52_29_3,0.83,0.71,1.2,0.34,0.000568,0.52,9.031,4.543,2.074
52_29_4,0.83,0.71,1.2,0.34,0.000568,0.52,9.27,4.194,1.835
52_29_5,0.83,0.71,1.2,0.34,0.000568,0.52,166.314,115.508,88.66
52_30_0,0.464,1.05,2.781,0.959,0.0006,0.62,17.349,9.777,5.957
52_30_1,0.464,1.05,2.781,0.959,0.0006,0.62,11.547,5.372,2.739
52_30_2,0.464,1.05,2.781,0.959,0.0006,0.62,15.96,7.083,3.627
52_30_3,0.464,1.05,2.781,0.959,0.0006,0.62,16.588,7.371,3.864
52_30_4,0.464,1.05,2.781,0.959,0.0006,0.62,16.727,7.513,4.023
52_30_5,0.464,1.05,2.781,0.959,0.0006,0.62,17.771,8.43,4.76
52_30_6,0.464,1.05,2.781,0.959,0.0006,0.62,168.098,118.028,87.198
52_31_0,0.464,1.05,2.781,0.959,0.000316,0.62,7.638,4.35,2.495
52_31_1,0.464,1.05,2.781,0.959,0.000316,0.62,10.292,4.853,2.366
52_31_2,0.464,1.05,2.781,0.959,0.000316,0.62,10.971,5.025,2.371
52_31_3,0.464,1.05,2.781,0.959,0.000316,0.62,2.797,0.857,0.16
52_31_4,0.464,1.05,2.781,0.959,0.000316,0.62,11.415,5.468,2.741
52_31_5,0.464,1.05,2.781,0.959,0.000316,0.62,51.613,32.286,21.088
52_32_0,0.464,1.05,2.781,0.959,0.000527,0.62,29.438,20.485,13.711
52_32_1,0.464,1.05,2.781,0.959,0.000527,0.62,23.627,15.629,9.694
52_32_2,0.464,1.05,2.781,0.959,0.000527,0.62,65.851,50.196,38.535
52_32_3,0.464,1.05,2.781,0.959,0.000527,0.62,34.178,23.507,15.471
52_32_4,0.464,1.05,2.781,0.959,0.000527,0.62,69.319,52.694,40.937
52_32_5,0.464,1.05,2.781,0.959,0.000527,0.62,177.583,126.909,96.865
52_33_0,0.464,1.05,2.781,0.959,0.000512,0.62,28.888,16.099,11.193
52_33_1,0.464,1.05,2.781,0.959,0.000512,0.62,11.508,4.37,2.094
52_33_2,0.464,1.05,2.781,0.959,0.000512,0.62,23.698,10.563,6.708
52_33_3,0.464,1.05,2.781,0.959,0.000512,0.62,9.537,3.513,1.475
52_33_4,0.464,1.05,2.781,0.959,0.000512,0.62,18.129,7.605,4.433
52_33_5,0.464,1.05,2.781,0.959,0.000512,0.62,101.541,63.792,46.813
52_34_0,0.464,1.05,2.781,0.959,0.000504,0.62,1.336,0.437,0.13
52_34_1,0.464,1.05,2.781,0.959,0.000504,0.62,3.13,0.857,0.158
52_34_2,0.464,1.05,2.781,0.959,0.000504,0.62,9.218,3.749,1.615
52_34_3,0.464,1.05,2.781,0.959,0.000504,0.62,7.072,3.122,1.427
52_34_4,0.464,1.05,2.781,0.959,0.000504,0.62,3.92,1.323,0.34
52_34_5,0.464,1.05,2.781,0.959,0.000504,0.62,57.477,35.578,24.551
52_35_0,0.464,1.05,2.781,0.959,0.0006,0.62,54.061,38.739,31.262
52_35_1,0.464,1.05,2.781,0.959,0.0006,0.62,30.094,18.837,13.254
52_35_2,0.464,1.05,2.781,0.959,0.0006,0.62,29.21,18.098,12.494
52_35_3,0.464,1.05,2.781,0.959,0.0006,0.62,29.381,18.219,12.606
52_35_4,0.464,1.05,2.781,0.959,0.0006,0.62,32.399,20.355,14.37
52_35_5,0.464,1.05,2.781,0.959,0.0006,0.62,149.404,106.835,83.648
52_36_0,0.464,1.05,2.781,0.959,0.000354,0.62,20.09,10.648,6.405
52_36_1,0.464,1.05,2.781,0.959,0.000354,0.62,16.687,8.185,4.537
52_36_2,0.464,1.05,2.781,0.959,0.000354,0.62,28.084,15.335,9.638
52_36_3,0.464,1.05,2.781,0.959,0.000354,0.62,14.929,7.302,3.925
52_36_4,0.464,1.05,2.781,0.959,0.000354,0.62,29.32,16.546,10.729
52_36_5,0.464,1.05,2.781,0.959,0.000354,0.62,79.643,52.712,37.361
52_37_0,0.464,1.05,2.781,0.959,0.000295,0.62,16.804,9.594,5.961
52_37_1,0.464,1.05,2.781,0.959,0.000295,0.62,32.709,17.63,11.475
52_37_2,0.464,1.05,2.781,0.959,0.000295,0.62,38.599,21.065,14.222
52_37_3,0.464,1.05,2.781,0.959,0.000295,0.62,22.434,11.078,6.439
52_37_4,0.464,1.05,2.781,0.959,0.000295,0.62,52.714,31.409,21.224
52_37_5,0.464,1.05,2.781,0.959,0.000295,0.62,123.218,81.702,59
52_38_0,0.464,1.05,2.781,0.959,0.000386,0.62,14.676,7.089,3.85
52_38_1,0.464,1.05,2.781,0.959,0.000386,0.62,21.501,10.633,6.112
52_38_2,0.464,1.05,2.781,0.959,0.000386,0.62,27.231,14.448,8.858
52_38_3,0.464,1.05,2.781,0.959,0.000386,0.62,159.26,107.177,78.606
52_39_0,0.464,1.05,2.781,0.959,0.000335,0.62,4.303,2.149,1.037
52_39_1,0.464,1.05,2.781,0.959,0.000335,0.62,30.161,19.378,13.603
52_39_2,0.464,1.05,2.781,0.959,0.000335,0.62,94.929,67.833,51.536
52_40_0,0.567,0.604,2.594,0.58,0.000488,0.46,6.079,3.062,1.704
52_40_1,0.567,0.604,2.594,0.58,0.000488,0.46,5.71,2.246,0.836
52_40_2,0.567,0.604,2.594,0.58,0.000488,0.46,11.652,5.239,2.731
52_40_3,0.567,0.604,2.594,0.58,0.000488,0.46,18.984,9.844,5.755
52_40_4,0.567,0.604,2.594,0.58,0.000488,0.46,25.964,14.595,9.394
52_40_5,0.567,0.604,2.594,0.58,0.000488,0.46,155.251,105.721,79.914
52_41_0,0.567,0.604,2.594,0.58,0.0001,0.46,22.761,16.338,11.064
52_41_1,0.567,0.604,2.594,0.58,0.0001,0.46,14.136,10.036,6.681
52_41_2,0.567,0.604,2.594,0.58,0.0001,0.46,10.542,4.985,2.358
52_41_3,0.567,0.604,2.594,0.58,0.0001,0.46,10.41,7.221,4.59
52_41_4,0.567,0.604,2.594,0.58,0.0001,0.46,10.211,8.495,5.695
52_41_5,0.567,0.604,2.594,0.58,0.0001,0.46,9.382,4.474,2.103
52_41_6,0.567,0.604,2.594,0.58,0.0001,0.46,134.021,91.463,67.67
53_0_0,1.053,0.363,3.323,0.411,0.000457,0.63,42.438,34.202,24.239
53_0_1,1.053,0.363,3.323,0.411,0.000457,0.63,40.384,32.725,22.33
53_0_2,1.053,0.363,3.323,0.411,0.000457,0.63,33.851,27.15,17.68
53_0_3,1.053,0.363,3.323,0.411,0.000457,0.63,33.762,26.971,17.62
53_0_4,1.053,0.363,3.323,0.411,0.000457,0.63,144.217,112.694,85.376
53_1_0,1.96,0.628,3.33,0.343,0.000291,0.4,0.611,0.348,0.122
53_1_1,1.96,0.628,3.33,0.343,0.000291,0.4,1.767,0.968,0.279
53_1_2,1.96,0.628,3.33,0.343,0.000291,0.4,0.329,0.116,0.004
53_1_3,1.96,0.628,3.33,0.343,0.000291,0.4,7.105,5.047,2.362
53_1_4,1.96,0.628,3.33,0.343,0.000291,0.4,66.801,48.29,33.83
53_2_0,0.391,0.561,1.191,0.926,0.000487,0.65,3.368,2.206,1.032
53_2_1,0.391,0.561,1.191,0.926,0.000487,0.65,3.829,2.775,1.259
53_2_2,0.391,0.561,1.191,0.926,0.000487,0.65,5.734,4.058,1.687
53_2_3,0.391,0.561,1.191,0.926,0.000487,0.65,1.52,0.807,0.201
53_2_4,0.391,0.561,1.191,0.926,0.000487,0.65,84.297,60.058,42.809
53_3_0,1.963,0.525,3.033,2.906,0.000469,0.44,18.925,15.174,11.106
53_3_1,1.963,0.525,3.033,2.906,0.000469,0.44,15.941,12.335,8.057
53_3_2,1.963,0.525,3.033,2.906,0.000469,0.44,6.423,4.383,2.257
53_3_3,1.963,0.525,3.033,2.906,0.000469,0.44,8.032,5.384,2.878
53_3_4,1.963,0.525,3.033,2.906,0.000469,0.44,156.739,113.285,88.202
53_4_0,0.546,1.31,2.066,0.35,0.000369,0.32,23.497,18.666,13.184
53_4_1,0.546,1.31,2.066,0.35,0.000369,0.32,5.228,3.622,1.598
